time,lon,traj_lons,lat,traj_lats,level,HUC8,coord_pair
2000-05-08 23:00:00,-108.5,-108.53472515141854,39.0,38.89005887150038,691.9387276499573,14020005,"(39.0, -108.5)"
2000-05-08 22:00:00,-108.75,-108.79975819868933,39.0,39.00213111867955,696.9444733421113,14020005,"(39.0, -108.75)"
2000-05-08 21:00:00,-109.0,-109.03609356480685,39.0,39.090537807559734,696.4148404057856,14020005,"(39.0, -109.0)"
2004-04-22 22:00:00,-108.25,-108.34980394784064,39.0,38.89152223922506,697.1067814279697,14020005,"(39.0, -108.25)"
2004-04-22 21:00:00,-108.5,-108.43071184298347,39.0,38.943808126508664,701.5857132036318,14020005,"(39.0, -108.5)"
2004-04-22 20:00:00,-108.5,-108.42947188901155,39.0,38.96478929118984,687.6420384276443,14020005,"(39.0, -108.5)"
2004-04-22 19:00:00,-108.5,-108.40129240235699,39.0,38.920304834940474,689.0759023990299,14020005,"(39.0, -108.5)"
2004-04-21 15:00:00,-111.25,-111.16069806435286,39.0,38.922100496512165,669.7414849973716,14020005,"(39.0, -111.25)"
2006-09-22 22:00:00,-108.5,-108.5934544105319,39.0,38.95888108214676,716.4888900669034,14020005,"(39.0, -108.5)"
2006-09-22 21:00:00,-108.75,-108.73439736330222,39.0,39.0557850466524,719.1752746572259,14020005,"(39.0, -108.75)"
2013-11-22 22:00:00,-108.0,-107.9701664273236,39.0,38.883504152191925,763.7525355069532,14020005,"(39.0, -108.0)"
2013-11-22 21:00:00,-107.75,-107.80818474132055,39.0,38.95231964405225,750.8269950730446,14020005,"(39.0, -107.75)"
2013-11-22 20:00:00,-107.75,-107.6836119729615,39.0,38.99866664105401,735.0228764833363,14020005,"(39.0, -107.75)"
2013-11-22 19:00:00,-107.5,-107.55725322204552,39.0,39.01566557493643,721.5782918161656,14020005,"(39.0, -107.5)"
2013-11-22 18:00:00,-107.5,-107.41929910920068,39.0,39.01446617576339,706.3671451435731,14020005,"(39.0, -107.5)"
2013-11-22 17:00:00,-107.25,-107.26791807478759,39.0,39.007553486110815,693.510792439345,14020005,"(39.0, -107.25)"
2013-11-22 16:00:00,-107.0,-107.11928286872441,39.0,39.01235203835402,683.4848891972161,14020005,"(39.0, -107.0)"
2013-11-22 15:00:00,-107.0,-106.98816158710352,39.0,38.98863325963737,672.2797345299225,14020005,"(39.0, -107.0)"
2013-11-22 14:00:00,-106.75,-106.8732274960125,39.0,38.9526560173714,663.6305886154782,14020005,"(39.0, -106.75)"
2013-11-22 13:00:00,-106.75,-106.75197441449481,39.0,38.92919949676766,655.0521670264865,14020005,"(39.0, -106.75)"
2013-11-22 12:00:00,-106.75,-106.66090520502274,39.0,38.90476900909872,648.5059479898568,14020005,"(39.0, -106.75)"
2013-11-22 11:00:00,-106.5,-106.55340485508628,39.0,38.90704642633239,643.2719477678037,14020005,"(39.0, -106.5)"
2013-11-22 10:00:00,-106.5,-106.4619400150605,39.0,38.89645935588571,631.0870271904605,14020005,"(39.0, -106.5)"
2016-01-31 05:00:00,-109.75,-109.66286381150731,39.0,38.88726280188899,705.3306435277258,14020005,"(39.0, -109.75)"
2016-01-31 04:00:00,-110.0,-109.99581861620301,39.0,39.12137469463452,717.4367661756764,14020005,"(39.0, -110.0)"
2018-04-07 03:00:00,-110.5,-110.45284755087077,39.0,39.00697226752282,736.2401968449813,14020005,"(39.0, -110.5)"
2000-05-08 18:00:00,-109.75,-109.7384271628321,39.0,38.964689015192185,698.0354219086349,14020002,"(39.0, -109.75)"
2000-05-08 17:00:00,-110.25,-110.1343142332228,39.0,39.07237756603352,694.1002929697382,14020002,"(39.0, -110.25)"
2000-05-08 10:00:00,-111.5,-111.60125855936525,39.0,39.07712011159325,739.6835384369814,14020002,"(39.0, -111.5)"
2000-05-08 09:00:00,-111.5,-111.59036636644274,39.0,39.0043343831735,747.4094858725396,14020002,"(39.0, -111.5)"
2000-05-08 08:00:00,-111.5,-111.54121910928392,39.0,38.952298471134235,743.8476055321736,14020002,"(39.0, -111.5)"
2000-05-08 07:00:00,-111.5,-111.49271985004489,39.0,38.88259494916734,738.4996294885431,14020002,"(39.0, -111.5)"
2000-05-08 03:00:00,-111.75,-111.64178501166334,39.0,38.883575274815605,713.0434305681014,14020002,"(39.0, -111.75)"
2000-05-08 02:00:00,-111.75,-111.76961953910165,39.0,38.97985007297913,700.867223759044,14020002,"(39.0, -111.75)"
2000-05-08 01:00:00,-112.0,-111.93366844861879,39.0,39.098033859386334,713.0579649554184,14020002,"(39.0, -112.0)"
2002-11-09 22:00:00,-108.25,-108.28151336937526,39.0,39.01936891339699,705.2761813229965,14020002,"(39.0, -108.25)"
2010-10-25 21:00:00,-108.75,-108.65868666434072,39.0,38.95895954848104,712.704514942212,14020002,"(39.0, -108.75)"
2010-10-25 20:00:00,-109.0,-109.02039656592741,39.0,39.124049928923824,743.7548391426077,14020002,"(39.0, -109.0)"
2011-04-22 03:00:00,-110.5,-110.40432961588185,39.0,38.9408407165458,790.6984010141596,14020002,"(39.0, -110.5)"
2023-04-25 12:00:00,-109.5,-109.54337661925327,39.0,38.94936955686545,772.6428824512348,14020002,"(39.0, -109.5)"
2023-04-25 11:00:00,-109.75,-109.6404115028285,39.0,39.05391629306991,784.258641283027,14020002,"(39.0, -109.75)"
2000-10-11 21:00:00,-108.75,-108.85292496949288,39.0,39.10276718436888,683.4009763777791,14050002,"(39.0, -108.75)"
2002-10-02 13:00:00,-108.25,-108.2251166948569,39.0,38.931801625614995,702.5977633855495,14050002,"(39.0, -108.25)"
